semester_id,student_id,sem,sem_earned,sem_points,semester_attempted,sem_gpa,program_grade_date
2326,,2005-1,3,12,3,3.7,
2327,,2006-1,0,0,3,2.55,
2328,,2006-1,3,9,3,2.55,
2329,,2006-1,3,11.25,3,2.55,
2330,,2007-1,3,0,3,1,
2331,,2007-1,3,9,3,1,
2332,,2007-2,0,0,4,2.33,
2333,,2005-1,3,11.25,3,3.7,
2334,,2006-2,3,0,3,3.33,
2335,,2006-2,3,12,3,3.33,
2336,,2008-1,3,0,3,3.5,
2337,,2005-1,3,10.5,3,3.7,
2338,,2006-1,3,10.5,3,2.55,
2339,,2007-1,0,0,3,1,
2340,,2008-1,3,3,3,3.5,
2341,,2008-2,3,9,3,2.71,
2342,,2009-2,3,10.5,3,3.67,
2343,,2005-1,0,0,3,3.7,
2344,,2006-2,3,6,3,3.33,
2345,,2007-2,3,7.5,3,2.33,
2346,,2009-1,3,9,3,3,
2347,,2006-1,3,0,3,2.55,
2348,,2008-2,3,0,3,2.71,
2349,,2005-1,1,3.75,1,3.7,
2350,,2006-1,3,7.5,3,2.55,
2351,,2006-2,0,0,3,3.33,
2352,,2007-2,3,4.5,3,2.33,
2353,,2007-2,3,6,3,2.33,
2354,,2008-2,4,10,4,2.71,
2355,,2009-2,12,45,12,3.67,
2356,,2006-1,3,7.5,3,2.13,
2357,,2006-1,3,9,3,2.13,
2358,,2006-2,0,0,3,2.9,
2359,,2006-2,3,9,3,2.9,
2360,,2007-1,0,0,3,1.5,
2361,,2007-2,3,11.25,3,2.94,
2362,,2008-1,1,1,1,0.7,
2363,,2008-1,3,0,3,0.7,
2364,,2008-2,3,4.5,3,1.79,
2365,,2008-2,3,0,3,1.79,
2366,,2006-1,,,3,2.13,
2367,,2007-1,3,9,3,1.5,
2368,,2008-1,0,0,3,0.7,
2369,,2009-2,3,3,3,1,
2370,,2005-2,3,11.25,3,3.5,
2371,,2006-2,3,7.5,3,2.9,
2372,,2007-2,3,6,3,2.94,
2373,,2007-2,3,10.5,3,2.94,
2374,,2007-2,3,0,3,2.94,
2375,,2008-1,3,6,3,0.7,
2376,,2005-2,3,9,3,3.5,
2377,,2005-2,3,10.5,3,3.5,
2378,,2006-1,3,0,3,2.13,
2379,,2006-2,3,6,3,2.9,
2380,,2007-1,3,0,3,1.5,
2381,,2007-1,3,4.5,3,1.5,
2382,,2007-2,3,7.5,3,2.94,
2383,,2006-2,3,12,3,2.9,
2384,,2008-3,3,10.5,3,3.5,
2385,,2007-2,0,0,3,2.94,
2386,,2008-2,4,8,4,1.79,
2387,,2009-2,0,0,3,1,
2388,,2008-1,0,0,3,2.25,
2389,,2008-1,3,0,3,2.25,
2390,,2009-1,3,6,3,2.54,
2391,,2010-1,3,9,3,2.92,
2392,,2007-2,3,9,3,2.6,
2393,,2008-1,3,3,3,2.25,
2394,,2008-2,0,0,3,,
2395,,2009-1,3,7.5,3,2.54,
2396,,2009-1,3,11.25,3,2.54,
2397,,2009-2,3,6,3,3.2,
2398,,2010-1,3,6,3,2.92,
2399,,2010-1,3,11.25,3,2.92,
2400,,2007-2,3,7.5,3,2.6,
2401,,2009-2,12,42,12,3.2,
2402,,2008-1,3,7.5,3,2.25,
2403,,2009-1,3,9,3,2.54,
2404,,2007-2,3,6,3,2.6,
2405,,2008-1,3,6,3,2.25,
2406,,2005-1,3,12,3,3.83,
2407,,2005-1,3,11.25,3,3.83,
2408,,2005-2,3,11.25,3,3.75,
2409,,2006-1,3,11.25,3,3.58,
2410,,2006-2,0,0,3,3.67,
2411,,2006-2,3,7.5,3,3.67,
2412,,2006-2,3,12,3,3.67,
2413,,2007-2,3,0,3,2.88,
2414,,2008-1,3,7.5,3,3.5,
2415,,2008-1,3,12,3,3.5,
2416,,2013-1,3,9,3,3.06,
2417,,2013-2,3,10.5,3,3.7,
2418,,2013-2,12,45,12,3.7,
2419,,2005-1,1,3,1,3.83,
2420,,2006-1,3,0,3,3.58,
2421,,2006-2,3,9,3,3.67,
2422,,2013-1,3,11.25,3,3.06,
2423,,2007-1,0,0,3,3.5,
2424,,2010-2,3,0,3,,
2425,,2012-3,3,11.25,3,3.75,
2426,,2013-1,3,7.5,3,3.06,
2427,,2005-2,3,10.5,3,3.75,
2428,,2007-1,3,10.5,3,3.5,
2429,,2007-1,3,4.5,3,3.5,
2430,,2006-1,3,9,3,3.58,
2431,,2012-1,3,0,3,,
2432,,2005-2,3,12,3,3.75,
2433,,2006-1,3,12,3,3.58,
2434,,2007-2,3,12,3,2.88,
2435,,2014-1,3,12,3,4,
2436,,2013-2,3,9,3,3.33,
2437,,2013-3,3,11.25,3,3.75,
2438,,2011-1,3,9,3,3,
2439,,2012-1,3,10.5,3,3.25,
2440,,2012-1,3,9,3,3.25,
2441,,2012-3,3,9,3,3,
2442,,2013-1,3,6,3,2.64,
2443,,2013-1,3,7.5,3,2.64,
2444,,2011-2,3,10.5,3,3.5,
2445,,2013-1,3,10.5,3,2.64,
2446,,2013-1,3,9,3,2.64,
2447,,2013-2,12,42,12,3.33,
2448,,2019-1,3,4.5,3,2,
2449,,2020-2,3,10.5,3,3.75,
2450,,2020-1,3,7.5,3,2.81,
2451,,2020-1,3,9,3,2.81,
2452,,2021-1,3,12,3,3.88,
2453,,2019-1,3,6,3,2,
2454,,2020-1,3,11.25,3,2.81,
2455,,2020-1,3,6,3,2.81,
2456,,2021-1,3,11.25,3,3.88,
2457,,2021-2,3,7.5,3,3.08,
2458,,2018-1,3,9,3,3.17,
2459,,2020-3,3,10.5,3,3,
2460,,2021-2,12,42,12,3.08,
2461,,2018-1,3,10.5,3,3.17,
2462,,2020-2,3,12,3,3.75,
2463,,2020-3,3,7.5,3,3,
2464,,2020-2,3,0,3,3.75,
2465,,2021-2,3,6,3,3.08,
2466,,2006-1,3,7.5,3,2.5,
2467,,2006-1,0,0,3,2.5,
2468,,2005-2,3,0,3,1.13,
2469,,2005-2,3,7.5,3,1.13,
2470,,2005-2,3,3,3,1.13,
2471,,2010-1,3,10.5,3,2.83,
2472,,2010-1,3,6,3,2.83,
2473,,2010-1,3,9,3,2.83,
2474,,2010-2,12,30,12,2.5,
2475,,2009-2,3,10.5,3,3.08,
2476,,2009-2,3,9,3,3.08,
2477,,2009-1,3,9,3,2.58,
2478,,2009-2,3,7.5,3,3.08,
2479,,2009-1,3,7.5,3,2.58,
2480,,2010-1,3,7.5,3,2.83,
2481,,2009-1,3,6,3,2.58,
2482,,2008-2,3,11.25,3,3.2,
2483,,2009-1,0,0,0,2.68,
2484,,2009-1,0,0,3,2.68,
2485,,2009-2,3,0,3,3.25,
2486,,2010-1,3,7.5,3,2.9,
2487,,2010-2,3,11.25,3,3.54,
2488,,2010-2,3,10.5,3,3.54,
2489,,2008-2,3,7.5,3,3.2,
2490,,2009-1,3,9,3,2.68,
2491,,2009-1,3,7.5,3,2.68,
2492,,2010-1,3,12,3,2.9,
2493,,2008-2,3,10.5,3,3.2,
2494,,2009-1,3,6,3,2.68,
2495,,2009-2,3,10.5,3,3.25,
2496,,2010-1,3,9,3,2.9,
2497,,2008-2,3,3,3,3.2,
2498,,2009-1,2,7.5,2,2.68,
2499,,2009-2,3,9,3,3.25,
2500,,2010-2,12,42,12,3.54,
2501,,2008-1,3,11.25,3,3.65,
2502,,2008-2,3,9,3,3.7,
2503,,2008-2,3,11.25,3,3.7,
2504,,2009-1,3,12,3,3.85,
2505,,2009-1,3,11.25,3,3.85,
2506,,2008-1,3,10.5,3,3.65,
2507,,2008-1,0,0,3,3.65,
2508,,2009-1,3,6,3,3,
2509,,2009-2,3,11.25,3,3.25,
2510,,2010-1,3,12,3,3.5,
2511,,2010-2,12,48,12,3.9,
2512,,2010-1,3,7.5,3,3.5,
2513,,2010-2,3,10.5,3,3.9,
2514,,2009-2,3,7.5,3,3.25,
2515,,2008-2,3,9,3,3.2,
2516,,2009-2,3,9,3,2.83,
2517,,2009-1,3,10.5,3,2.8,
2518,,2009-3,3,10.5,3,3.5,
2519,,2010-1,3,11.25,3,3,
2520,,2009-2,3,7.5,3,2.83,
2521,,2009-1,3,7.5,3,2.8,
2522,,2010-1,3,6,3,3,
2523,,2009-1,3,9,3,2.8,
2524,,2009-1,3,0,3,2.8,
2525,,2009-1,3,6,3,2.8,
2526,,2011-1,0,0,3,2.08,
2527,,2011-1,3,0,3,2.08,
2528,,2012-1,3,6,3,2.63,
2529,,2012-2,3,4.5,3,2,
2530,,2013-2,3,7.5,3,2.33,
2531,,2014-1,3,7.5,3,2.63,
2532,,2012-1,3,0,3,2.63,
2533,,2014-1,3,10.5,3,2.63,
2534,,2012-2,3,6,3,2,
2535,,2013-1,3,0,3,2,
2536,,2013-2,3,6,3,2.33,
2537,,2014-1,3,6,3,2.63,
2538,,2011-1,3,11.25,3,2.08,
2539,,2012-1,3,9,3,2.63,
2540,,2014-2,12,42,12,3.5,
2541,,2015-1,3,6,3,2,
2542,,2011-1,3,7.5,3,2.08,
2543,,2012-1,3,10.5,3,2.63,
2544,,2013-1,3,6,3,2,
2545,,2014-1,3,4.5,3,2.63,
2546,,2013-3,3,9,3,3,
2547,,2006-1,0,0,3,3.15,
2548,,2006-1,3,10.5,3,3.15,
2549,,2007-1,3,10.5,3,3.13,
2550,,2006-1,3,7.5,3,3.15,
2551,,2006-2,3,7.5,3,2.79,
2552,,2006-2,3,9,3,2.79,
2553,,2006-1,3,11.25,3,3.15,
2554,,2006-2,3,11.25,3,2.79,
2555,,2007-1,3,9,3,3.13,
2556,,2010-1,0,0,3,1.25,
2557,,2010-1,3,3,3,1.25,
2558,,2010-1,3,4.5,3,1.25,
2559,,2020-1,3,3,3,1.08,
2560,,2020-1,3,0,3,1.08,
2561,,2020-1,3,7.5,3,1.08,
2562,,2020-1,3,9,3,1.08,
2563,,2006-1,3,11.25,3,2.38,
2564,,2006-1,3,3,3,2.38,
2565,,2006-1,3,0,3,2.38,
2566,,2006-1,3,10.5,3,2.88,
2567,,2007-1,0,0,3,2.88,
2568,,2008-3,3,4.5,3,,
2569,,2009-1,0,0,2,,
2570,,2009-1,0,0,3,,
2571,,2009-2,3,4.5,3,1.62,
2572,,2009-2,3,3,3,1.62,
2573,,2006-1,3,9,3,2.88,
2574,,2007-2,3,0,3,3.17,
2575,,2008-1,0,0,3,2.5,
2576,,2008-2,3,0,3,3.5,
2577,,2009-1,0,0,1,,
2578,,2009-2,3,9,3,1.62,
2579,,2006-2,3,11.25,3,3.55,
2580,,2006-2,3,12,3,3.55,
2581,,2008-2,0,0,1,3.5,
2582,,2008-2,0,0,3,3.5,
2583,,2009-3,3,9,3,3,
2584,,2006-1,0,0,3,2.88,
2585,,2008-1,3,6,3,2.5,
2586,,2008-1,3,9,3,2.5,
2587,,2009-2,0,0,3,1.62,
2588,,2006-1,3,6,3,2.88,
2589,,2006-2,3,9,3,3.55,
2590,,2007-2,3,10.5,3,3.17,
2591,,2008-2,3,10.5,3,3.5,
2592,,2006-2,0,0,3,3.55,
2593,,2008-1,,,3,2.5,
2594,,2009-2,1,0,1,1.62,
2595,,2006-1,3,10.5,3,2.83,
2596,,2006-1,3,6,3,2.83,
2597,,2006-2,3,7.5,3,3.06,
2598,,2007-1,3,10.5,3,3.35,
2599,,2007-1,3,7.5,3,3.35,
2600,,2008-1,3,0,3,2.75,
2601,,2009-1,3,0,3,1.67,
2602,,2009-1,3,6,3,1.67,
2603,,2006-1,3,9,3,2.83,
2604,,2006-2,0,0,3,3.06,
2605,,2006-2,3,0,3,3.06,
2606,,2007-2,3,9,3,2.25,
2607,,2008-1,3,4.5,3,2.75,
2608,,2006-2,3,12,3,3.06,
2609,,2006-2,3,6,3,3.06,
2610,,2009-1,3,9,3,1.67,
2611,,2007-1,0,0,3,3.35,
2612,,2007-1,3,11.25,3,3.35,
2613,,2006-2,3,11.25,3,3.06,
2614,,2008-1,3,9,3,2.58,
2615,,2008-2,3,10.5,3,2.94,
2616,,2008-2,3,11.25,3,2.94,
2617,,2010-1,3,6,3,3.17,
2618,,2009-1,3,9,3,3.17,
2619,,2009-1,3,12,3,3.17,
2620,,2010-1,3,11.25,3,3.17,
2621,,2008-1,3,7.5,3,2.58,
2622,,2009-1,3,7.5,3,3.17,
2623,,2008-2,3,7.5,3,2.94,
2624,,2009-1,3,10.5,3,3.17,
2625,,2008-1,3,6,3,2.58,
2626,,2008-2,3,6,3,2.94,
2627,,2009-1,3,10.5,3,3.38,
2628,,2010-1,3,10.5,3,3.75,
2629,,2010-1,3,11.25,3,3.75,
2630,,2010-1,3,12,3,3.75,
2631,,2009-2,3,11.25,3,3.88,
2632,,2009-2,3,12,3,3.88,
2633,,2010-2,12,48,12,4,
2634,,2009-1,3,9,3,3.38,
2635,,2014-1,3,6,3,2.4,
2636,,2013-1,3,6,3,2.55,
2637,,2013-1,3,4.5,3,2.55,
2638,,2013-2,3,4.5,3,2.88,
2639,,2013-2,3,11.25,3,2.88,
2640,,2014-1,3,10.5,3,2.4,
2641,,2014-2,3,6,3,3.17,
2642,,2013-2,3,6,3,2.88,
2643,,2014-1,3,7.5,3,2.4,
2644,,2013-1,3,11.25,3,2.55,
2645,,2014-2,3,9,3,3.17,
2646,,2013-1,3,9,3,2.55,
2647,,2014-2,12,42,12,3.17,
2648,,2006-1,1,3.75,1,3.56,
2649,,2010-1,3,9,3,2.33,
2650,,2011-1,3,9,3,1.5,
2651,,2011-1,3,3,3,1.5,
2652,,2010-1,3,7.5,3,2.33,
2653,,2010-2,3,10.5,3,2.38,
2654,,2007-2,3,0,3,,
2655,,2008-2,3,7.5,3,2.5,
2656,,2010-2,3,7.5,3,2.38,
2657,,2011-1,3,0,3,1.5,
2658,,2010-2,3,6,3,2.38,
2659,,2011-1,3,6,3,1.5,
2660,,2010-1,3,3,3,2.33,
2661,,2010-2,3,11.25,3,2.38,
2662,,2006-1,3,10.5,3,3.56,
2663,,2007-1,3,9,3,3,
2664,,2009-1,3,11.25,3,2.88,
2665,,2009-1,3,6,3,2.88,
2666,,2010-1,3,6,3,2.33,
2667,,2010-2,3,0,3,2.38,
2668,,2006-1,3,11.25,3,3.65,
2669,,2006-2,3,12,3,3.44,
2670,,2007-1,3,6,3,2.94,
2671,,2008-1,0,0,3,2.75,
2672,,2010-1,3,6,3,2.25,
2673,,2010-2,3,10.5,3,3.5,
2674,,2006-1,3,10.5,3,3.65,
2675,,2007-1,3,10.5,3,2.94,
2676,,2007-2,3,10.5,3,2.75,
2677,,2007-2,3,0,3,2.75,
2678,,2008-1,3,9,3,2.75,
2679,,2008-2,3,6,3,3,
2680,,2009-1,3,4.5,3,2.6,
2681,,2009-2,3,3,3,2,
2682,,2010-1,3,7.5,3,2.25,
2683,,2006-1,0,0,3,3.65,
2684,,2006-2,3,7.5,3,3.44,
2685,,2007-2,3,6,3,2.75,
2686,,2008-1,3,7.5,3,2.75,
2687,,2006-2,3,0,3,3.44,
2688,,2006-2,3,10.5,3,3.44,
2689,,2009-1,3,11.25,3,2.6,
2690,,2006-2,3,11.25,3,3.44,
2691,,2009-1,3,6,3,2.6,
2692,,2010-2,12,42,12,3.5,
2693,,2008-2,3,12,3,3,
2694,,2009-2,3,9,3,2,
2695,,2020-1,0,0,0,3.33,
2696,,2021-1,3,12,3,4,
2697,,2022-1,3,10.5,3,3.17,
2698,,2021-2,3,11.25,3,3.38,
2699,,2022-1,3,7.5,3,3.17,
2700,,2020-2,3,11.25,3,3.75,
2701,,2019-2,3,11.25,3,3.63,
2702,,2020-1,3,12,3,3.33,
2703,,2019-2,3,10.5,3,3.63,
2704,,2020-1,3,6,3,3.33,
2705,,2021-2,3,9,3,3.38,
2706,,2013-1,3,6,3,1.9,
2707,,2013-1,3,7.5,3,1.9,
2708,,2013-1,3,0,3,1.9,
2709,,2013-1,,,3,1.9,
2710,,2006-2,3,9,3,2.67,
2711,,2006-2,0,0,3,2.67,
2712,,2007-1,3,4.5,3,1.83,
2713,,2007-1,3,6,3,1.83,
2714,,2006-2,3,7.5,3,2.67,
2715,,2006-2,3,0,3,2.67,
2716,,2007-2,3,3,3,2,
2717,,2007-2,3,9,3,2,
2718,,2007-2,3,6,3,2,
2719,,2012-1,3,10.5,3,2.83,
2720,,2012-1,3,9,3,2.83,
2721,,2013-1,3,7.5,3,2.7,
2722,,2013-2,3,9,3,3.58,
2723,,2011-1,3,11.25,3,3.67,
2724,,2013-1,3,10.5,3,2.7,
2725,,2013-2,3,10.5,3,3.58,
2726,,2013-2,12,45,12,3.58,
2727,,2011-1,3,10.5,3,3.67,
2728,,2012-1,3,6,3,2.83,
2729,,2013-1,3,6,3,2.7,
2730,,2013-1,3,9,3,2.7,
2731,,2007-1,3,11.25,3,3.5,
2732,,2007-2,1,3.5,1,1.7,
2733,,2007-2,3,3,3,1.7,
2734,,2008-1,3,10.5,3,2,
2735,,2007-1,3,9,3,3.5,
2736,,2008-1,3,7.5,3,2,
2737,,2008-2,3,3,3,2.83,
2738,,2008-2,3,7.5,3,2.83,
2739,,2007-2,3,7.5,3,1.7,
2740,,2007-2,3,0,3,1.7,
2741,,2008-2,3,9,3,2.83,
2742,,2014-1,3,9,3,2.69,
2743,,2014-1,3,4.5,3,2.69,
2744,,2014-2,3,9,3,2.81,
2745,,2015-1,3,3,3,3,
2746,,2015-2,3,4.5,3,2.17,
2747,,2015-1,3,9,3,3,
2748,,2015-1,3,10.5,3,3,
2749,,2014-1,3,6,3,2.69,
2750,,2014-2,3,7.5,3,2.81,
2751,,2015-1,3,7.5,3,3,
2752,,2015-2,3,6,3,2.17,
2753,,2014-1,3,11.25,3,2.69,
2754,,2014-2,3,6,3,2.81,
2755,,2014-2,3,11.25,3,2.81,
2756,,2015-2,3,9,3,2.17,
2757,,2009-1,3,10.5,3,2.92,
2758,,2010-1,3,10.5,3,3.31,
2759,,2010-1,3,9,3,3.31,
2760,,2010-2,12,45,12,3.5,
2761,,2009-1,3,9,3,2.92,
2762,,2010-1,3,0,3,3.31,
2763,,2009-1,3,7.5,3,2.92,
2764,,2009-1,3,6,3,2.92,
2765,,2010-2,3,7.5,3,3.5,
2766,,2010-1,3,11.25,3,3.31,
2767,,2011-1,3,10.5,3,3.16,
2768,,2011-2,3,10.5,3,3.25,
2769,,2011-2,3,9,3,3.25,
2770,,2012-1,3,12,3,3.55,
2771,,2011-1,3,11.25,3,3.16,
2772,,2011-1,3,6,3,3.16,
2773,,2012-1,3,11.25,3,3.55,
2774,,2012-1,3,9,3,3.55,
2775,,2011-1,3,9,3,3.16,
2776,,2012-1,3,10.5,3,3.55,
2777,,2012-2,12,45,12,3.75,
2778,,2008-2,3,10.5,3,3.65,
2779,,2008-3,3,11.25,3,3.58,
2780,,2008-2,3,12,3,3.65,
2781,,2008-3,3,10.5,3,3.58,
2782,,2008-2,3,11.25,3,3.65,
2783,,2008-2,0,0,3,3.65,
2784,,2011-1,3,9,3,2.65,
2785,,2011-1,3,11.25,3,2.65,
2786,,2011-1,3,6,3,2.65,
2787,,2011-2,3,7.5,3,2.83,
2788,,2011-2,3,9,3,2.83,
2789,,2012-1,3,11.25,3,3.19,
2790,,2012-1,3,9,3,3.19,
2791,,2010-2,3,3,3,2.75,
2792,,2011-1,3,4.5,3,2.65,
2793,,2012-1,3,10.5,3,3.19,
2794,,2012-1,3,7.5,3,3.19,
2795,,2014-2,0,0,3,,
2796,,2014-1,3,11.25,3,3.63,
2797,,2014-1,3,10.5,3,3.63,
2798,,2010-1,3,9,3,3.17,
2799,,2010-2,3,10.5,3,3.2,
2800,,2010-3,3,10.5,3,3.5,
2801,,2011-2,12,48,12,3.95,
2802,,2010-2,3,7.5,3,3.2,
2803,,2011-2,3,11.25,3,3.95,
2804,,2010-1,0,0,3,3.17,
2805,,2010-2,3,9,3,3.2,
2806,,2011-1,3,9,3,3.11,
2807,,2011-1,3,7.5,3,3.11,
2808,,2010-1,3,7.5,3,3.17,
2809,,2010-1,3,12,3,3.17,
2810,,2010-1,3,4.5,3,3.17,
2811,,2011-1,3,12,3,3.11,
2812,,2010-1,3,0,3,3.17,
2813,,2011-1,3,11.25,3,3.11,
2814,,2011-1,3,10.5,3,3.11,
2815,,2011-1,3,6,3,3.11,
2816,,2007-1,1,3.5,1,3.5,
2817,,2007-1,3,12,3,3.5,
2818,,2007-2,0,0,3,2.75,
2819,,2007-2,3,9,3,2.75,
2820,,2007-2,,,3,2.75,
2821,,2008-1,0,0,3,3.25,
2822,,2009-1,3,10.5,3,3.4,
2823,,2008-2,3,11.25,3,3.5,
2824,,2009-2,3,11.25,3,3.75,
2825,,2007-1,3,6,3,3.5,
2826,,2007-2,3,7.5,3,2.75,
2827,,2008-2,3,9,3,3.5,
2828,,2008-3,3,9,3,3.5,
2829,,2009-1,3,9,3,3.4,
2830,,2008-1,3,9,3,3.25,
2831,,2008-3,3,12,3,3.5,
2832,,2007-1,3,0,3,0,
2833,,2007-1,1,0,1,0,
2834,,2007-1,3,9,3,3.59,
2835,,2007-1,3,11.25,3,3.59,
2836,,2007-1,3,12,3,3.59,
2837,,2008-1,3,7.5,3,2.94,
2838,,2008-2,3,11.25,3,3.94,
2839,,2008-1,3,10.5,3,2.94,
2840,,2008-1,3,6,3,2.94,
2841,,2008-2,3,12,3,3.94,
2842,,2007-1,1,3.75,1,3.59,
2843,,2007-2,3,11.25,3,3.5,
2844,,2007-2,3,7.5,3,3.5,
2845,,2007-2,3,12,3,3.5,
2846,,2008-1,3,9,3,2.94,
2847,,2009-1,3,11.25,3,3.88,
2848,,2007-2,3,9,3,3.5,
2849,,2008-2,,,1,3.94,
2850,,2009-1,3,12,3,3.88,
2851,,2011-2,3,4.5,3,1.75,
2852,,2011-2,3,7.5,3,1.75,
2853,,2011-2,3,6,3,1.75,
2854,,2012-1,3,0,3,0,
2855,,2011-2,3,3,3,1.75,
2856,,2007-1,1,3,1,2.85,
2857,,2007-2,3,6,3,2.65,
2858,,2008-1,3,0,3,,
2859,,2008-3,3,11.25,3,3.13,
2860,,2008-3,3,7.5,3,3.13,
2861,,2009-2,3,7.5,3,1.6,
2862,,2009-2,3,9,3,1.6,
2863,,2007-1,3,6,3,2.85,
2864,,2007-2,3,7.5,3,2.65,
2865,,2008-2,3,4.5,3,1.33,
2866,,2009-1,3,4.5,3,1.92,
2867,,2009-1,3,6,3,1.92,
2868,,2007-1,3,9,3,2.85,
2869,,2008-2,3,0,3,1.33,
2870,,2008-2,3,7.5,3,1.33,
2871,,2009-2,3,0,3,1.6,
2872,,2007-2,3,3,3,2.65,
2873,,2009-1,3,10.5,3,1.92,
2874,,2007-1,0,0,3,2.85,
2875,,2007-1,3,10.5,3,2.85,
2876,,2007-2,3,11.25,3,2.65,
2877,,2007-3,3,6,3,2,
2878,,2009-1,3,7.5,3,1.92,
2879,,2009-1,3,0,3,1.92,
2880,,2009-1,3,11.25,3,3.83,
2881,,2009-2,3,12,3,3.7,
2882,,2009-1,3,9,3,3.83,
2883,,2009-1,3,12,3,3.83,
2884,,2009-2,3,11.25,3,3.7,
2885,,2009-2,3,9,3,3.7,
2886,,2009-1,3,10.5,3,3.83,
2887,,2012-2,3,7.5,3,2.29,
2888,,2013-1,0,0,3,2.38,
2889,,2013-2,0,0,3,,
2890,,2014-1,3,6,3,2.33,
2891,,2014-1,3,9,3,2.33,
2892,,2013-1,3,9,3,2.38,
2893,,2012-2,3,6,3,2.29,
2894,,2013-1,3,7.5,3,2.38,
2895,,2013-1,3,6,3,2.38,
2896,,2015-1,0,0,3,,
2897,,2012-2,3,10.5,3,2.29,
2898,,2014-1,0,0,3,2.33,
2899,,2014-2,3,0,3,2,
2900,,2014-2,3,6,3,2,
2901,,2012-2,3,0,3,2.29,
2902,,2012-2,3,11.25,3,2.29,
2903,,2012-2,12,36,12,3,
2904,,2011-2,3,9,3,2.92,
2905,,2012-1,3,7.5,3,3,
2906,,2010-2,3,9,3,2.33,
2907,,2010-2,3,6,3,2.33,
2908,,2012-1,3,4.5,3,3,
2909,,2011-3,3,7.5,3,2.5,
2910,,2012-1,3,10.5,3,3,
2911,,2011-1,3,10.5,3,2.5,
2912,,2011-2,3,6,3,2.92,
2913,,2011-2,3,11.25,3,2.92,
2914,,2009-1,3,7.5,3,3.21,
2915,,2009-2,1,3.75,1,3.51,
2916,,2009-2,3,10.5,3,3.51,
2917,,2009-2,3,11.25,3,3.51,
2918,,2009-2,3,9,3,3.51,
2919,,2009-1,3,11.25,3,3.21,
2920,,2009-1,3,10.5,3,3.21,
2921,,2010-1,3,10.5,3,3.7,
2922,,2010-1,3,12,3,3.7,
2923,,2009-1,3,9,3,3.21,
2924,,2010-1,3,11.25,3,3.7,
2925,,2009-2,3,7.5,3,2.5,
2926,,2011-1,3,0,3,1.17,
2927,,2011-1,3,6,3,1.17,
2928,,2009-2,1,4,1,2.5,
2929,,2010-1,3,7.5,3,1.5,
2930,,2010-1,3,3,3,1.5,
2931,,2010-2,3,4.5,3,0.75,
2932,,2009-1,3,9,3,2,
2933,,2010-2,3,0,3,0.75,
2934,,2011-1,3,4.5,3,1.17,
2935,,2009-2,3,9,3,2.5,
2936,,2009-2,3,4.5,3,2.5,
2937,,2007-2,0,0,3,3.4,
2938,,2008-1,3,11.25,3,3.21,
2939,,2007-2,3,9,3,3.4,
2940,,2008-1,3,6,3,3.21,
2941,,2008-2,3,10.5,3,3.53,
2942,,2007-1,3,12,3,3.69,
2943,,2007-2,3,7.5,3,3.4,
2944,,2008-2,3,11.25,3,3.53,
2945,,2007-1,1,3.75,1,3.69,
2946,,2007-1,0,0,3,3.69,
2947,,2007-1,3,10.5,3,3.69,
2948,,2007-2,3,12,3,3.4,
2949,,2008-1,0,0,3,3.21,
2950,,2007-1,3,11.25,3,3.69,
2951,,2008-2,12,45,12,3.53,
2952,,2007-2,3,10.5,3,3.4,
2953,,2007-3,3,9,3,3,
2954,,2008-1,3,12,3,3.21,
2955,,2008-2,3,6,3,3.53,
2956,,2008-2,3,12,3,3.53,
2957,,2010-1,3,7.5,3,2.88,
2958,,2010-1,3,4.5,3,2.88,
2959,,2011-2,12,48,12,4,
2960,,2009-2,1,3,1,3.12,
2961,,2009-2,3,9,3,3.12,
2962,,2009-2,3,4.5,3,3.12,
2963,,2009-2,3,10.5,3,3.12,
2964,,2010-1,3,10.5,3,2.88,
2965,,2009-2,3,7.5,3,3.12,
2966,,2010-1,3,9,3,2.88,
2967,,2013-1,3,4.5,3,3.25,
2968,,2013-1,3,7.5,3,3.25,
2969,,2013-1,3,11.25,3,3.25,
2970,,2013-2,3,10.5,3,2.94,
2971,,2013-2,3,6,3,2.94,
2972,,2013-2,3,11.25,3,2.94,
2973,,2014-1,3,7.5,3,2.96,
2974,,2014-2,12,42,12,3.33,
2975,,2013-1,3,9,3,3.25,
2976,,2013-2,3,7.5,3,2.94,
2977,,2014-2,3,9,3,3.33,
2978,,2013-1,3,0,3,3.25,
2979,,2014-1,3,11.25,3,2.96,
2980,,2014-1,3,10.5,3,2.96,
2981,,2014-1,3,9,3,2.96,
2982,,2011-1,3,10.5,3,3.5,
2983,,2012-2,3,11.25,3,3.75,
2984,,2013-1,3,10.5,3,3.5,
2985,,2013-2,3,10.5,3,3.5,
2986,,2015-2,12,45,12,3.4,
2987,,2012-1,3,11.25,3,3.75,
2988,,2014-2,3,0,3,4,
2989,,2014-2,3,12,3,4,
2990,,2011-2,3,10.5,3,3.75,
2991,,2013-2,0,0,3,3.5,
2992,,2014-1,3,9,3,3.25,
2993,,2015-1,3,10.5,3,3.63,
2994,,2011-2,3,12,3,3.75,
2995,,2012-1,3,3,3,3.75,
2996,,2014-1,3,10.5,3,3.25,
2997,,2015-1,3,11.25,3,3.63,
2998,,2015-2,3,6,3,3.4,
2999,,2021-1,0,0,3,,
3000,,2018-1,0,0,3,1.33,
3001,,2018-1,3,0,3,1.33,
